dataset,sample_name,seq_len,protein_size,scheduler,estimator,n_steps,mode,seed,conformer_index,step_index,n_step_frames,generation_t,alphaflow_t,entropy_curve_mode,structure_source,aligned_rmsd_to_first,aligned_step_rmsd,max_residue_displacement_to_first,deformation_amplification,pdb_path
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,5,ode_heun,7,0,2,4,0.6666666666666666,0.4823238121768983,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5859060724885558,0.19297045379575736,1.6963350124496896,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_5_ode_heun_seed7/conf_2.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,5,ode_heun,7,0,3,4,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.8391238793421576,0.6262116626424172,2.839428819874667,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_5_ode_heun_seed7/conf_3.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,5,ode_heun,7,0,0,4,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,8.08179484874951e-15,8.08179484874951e-15,2.1505108827574395e-14,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_5_ode_heun_seed7/conf_0.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,5,ode_heun,7,0,1,4,0.3333333333333333,0.9763437689924471,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.3851219107425905,0.3851219107425893,2.389705797331217,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_5_ode_heun_seed7/conf_1.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,5,ode_heun,7,0,2,4,0.6666666666666666,0.25684679175530867,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5076292295742318,0.4181563741587566,3.9375180696003023,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_5_ode_heun_seed7/conf_2.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,5,ode_heun,7,0,3,4,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.769660942794378,0.45707193339833213,6.552573681574163,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_5_ode_heun_seed7/conf_3.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,5,ode_heun,7,0,0,4,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.241888998742112e-14,1.241888998742112e-14,2.5680492922932105e-14,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_5_ode_heun_seed7/conf_0.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,5,ode_heun,7,0,1,4,0.3333333333333333,0.9763437689924471,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.8940869577292823,0.8940869577292807,4.117946437186859,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_5_ode_heun_seed7/conf_1.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,5,ode_heun,7,0,2,4,0.6666666666666666,0.25684679175530867,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.1781984121266587,0.47331918936605566,5.350403284548108,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_5_ode_heun_seed7/conf_2.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,5,ode_heun,7,0,3,4,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.3480312143472826,1.5087929083691005,7.590978817593524,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_5_ode_heun_seed7/conf_3.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,5,ode_heun,7,0,0,4,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.7519031632476826e-15,2.7519031632476826e-15,5.102196573270515e-15,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_5_ode_heun_seed7/conf_0.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,5,ode_heun,7,0,1,4,0.3333333333333333,0.9763437689924471,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.683058713535044,1.683058713535044,6.290309781817436,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_5_ode_heun_seed7/conf_1.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,5,ode_heun,7,0,2,4,0.6666666666666666,0.25684679175530867,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.852456514743367,0.6271977212711534,6.102862161930566,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_5_ode_heun_seed7/conf_2.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,5,ode_heun,7,0,3,4,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.141255428583776,0.48229477695604744,7.370063854810506,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_5_ode_heun_seed7/conf_3.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,0,9,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,8.329810421296941e-15,8.329810421296941e-15,1.798424230098713e-14,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_0.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,1,9,0.125,0.9883421511299177,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.8023515769792442,1.8023515769792426,12.873590121036244,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_1.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,2,9,0.25,0.9766843022598011,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.6692328925182298,0.5696361837175619,10.92060127848131,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_2.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,3,9,0.375,0.9631112285156478,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.6077708413879304,0.3134547011893891,10.355748552984466,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_3.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,4,9,0.5,0.8695651023388672,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.7509469875965944,0.24557188648649222,11.013986961113268,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_4.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,5,9,0.625,0.09601062180081162,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.7555873665455837,0.40438240527728253,11.21514735358923,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_5.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,6,9,0.75,0.002428340594918472,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.9067145749364096,0.35426467238402737,11.76821180686346,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_6.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,7,9,0.875,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.9466643858799084,0.2078266389917441,11.995785033735517,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_7.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,8,9,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.8779476385261653,0.4584961800743057,11.754805300266165,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_10_ode_heun_seed7/conf_8.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,0,9,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,3.481685005577588e-15,3.481685005577588e-15,6.408593517931132e-15,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_0.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,1,9,0.125,0.9883421511299177,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.20795317852749606,0.2079531785274958,1.088776026739804,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_1.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,2,9,0.25,0.9766843022598011,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.23186185202774837,0.23985386219456425,1.0349528486720665,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_2.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,3,9,0.375,0.9631112285156478,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.3332950558476434,0.23181359935669094,2.0716536651169424,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_3.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,4,9,0.5,0.8695651023388672,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.34003198774653104,0.07721921727684265,2.1587933572656306,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_4.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,5,9,0.625,0.09601062180081162,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.38551321208415457,0.09131118787808781,2.370137441205866,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_5.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,6,9,0.75,0.002428340594918472,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.40775679210973503,0.15321222753781208,2.2878174479931195,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_6.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,7,9,0.875,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.42969303914358437,0.08614763190274322,2.3244277877634594,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_7.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,8,9,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.4232022602160933,0.24069980909097713,2.399443307651612,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_10_ode_heun_seed7/conf_8.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,0,9,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,3.476741135719387e-15,3.476741135719387e-15,5.725996103146448e-15,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_0.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,1,9,0.125,0.9883421511299177,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5023078752466917,0.5023078752466922,1.43112312616509,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_1.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,2,9,0.25,0.9766843022598011,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5754882671178548,0.14671423777741918,1.6633870899643943,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_2.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,3,9,0.375,0.9631112285156478,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5749802164917577,0.04828684721462897,1.6793179809679368,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_3.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,4,9,0.5,0.8695651023388672,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5912201718462872,0.09604936786830748,1.705336471950459,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_4.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,5,9,0.625,0.09601062180081162,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.8649018753780099,0.770512267333568,3.048617315863572,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_5.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,6,9,0.75,0.002428340594918472,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.1447048178134007,0.4288209839212215,3.9469874201962747,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_6.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,7,9,0.875,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.1438909613111556,0.15408198104747867,3.9264843211965634,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_7.pdb
atlas_test.strict_ready,7lp1_A,39,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,8,9,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.9894370272759933,0.5790870187245958,3.5166407003074487,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_short_condmarg/structures/atlas_test.strict_ready/7lp1_A/entropic_10_ode_heun_seed7/conf_8.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,0,9,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,8.08179484874951e-15,8.08179484874951e-15,2.1505108827574395e-14,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_0.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,1,9,0.125,0.9894861195522126,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.3764709891669249,0.3764709891669236,2.233391292229034,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_1.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,2,9,0.25,0.9789722391044001,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.49534709798616877,0.38531598674394063,3.630051823116348,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_2.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,3,9,0.375,0.942052001756564,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.43805546396334927,0.27622553036873454,2.8068635268371347,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_3.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,4,9,0.5,0.7140675909672982,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5185458807113229,0.22432193228729486,3.2747989110880593,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_4.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,5,9,0.625,0.11467221263427405,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.7275447344190262,0.3384955200741959,5.664464247899763,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_5.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,6,9,0.75,0.027425538903687603,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.8228219339408166,0.3553725059850584,7.380669239831293,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_6.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,7,9,0.875,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.8455740195780601,0.20600552789551557,6.620383035334486,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_7.pdb
cameo2022.strict_ready,7q6d_A,405,long protein (>400 aa),entropic,cond_marg,10,ode_heun,7,0,8,9,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.8173750085197176,0.5627450629124432,6.472192678834904,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_large_condmarg/structures/cameo2022.strict_ready/7q6d_A/entropic_10_ode_heun_seed7/conf_8.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,0,9,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.241888998742112e-14,1.241888998742112e-14,2.5680492922932105e-14,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_0.pdb
