source_run,source_file,schedule_family,dataset_group,size_group,dataset,sample_name,sample_index,seq_len,scheduler,n_steps,seed,requested_entropy_mode,plddt_mean,diversity,rmsd_mean,invalid_rate,invalid_structures,infer_seconds_per_output,infer_seconds_per_model_output,trajectory_plddt_mean_all_frames,n_outputs,n_endpoint_outputs
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7ned_A,25,546,entropic,10,42,conditional_minus_marginal,75.66485977172852,9.517041206359863,9.517041206359863,0.0,0.0,27.217503529507667,2.7217503529507665,74.7113733291626,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7ned_A,25,546,entropic,25,2718,conditional_minus_marginal,73.76141929626465,8.072248458862305,8.072248458862305,0.0,0.0,68.11835658177733,2.7247342632710936,76.00503700256348,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7ned_A,25,546,entropic_log1p,10,123,conditional_minus_marginal,93.4967041015625,18.620203018188477,18.620203018188477,0.0,0.0,27.164452890865505,2.7164452890865505,75.43652877807617,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6l8s_A,26,650,entropic,5,7,conditional_minus_marginal,98.06829452514648,1.082703948020935,1.082703948020935,0.0,0.0,21.232841102872044,4.246568220574408,90.88032569885254,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6l8s_A,26,650,entropic,10,314,conditional_minus_marginal,91.926513671875,0.9692067503929138,0.9692067503929138,0.0,0.0,42.4332339852117,4.24332339852117,91.50572814941407,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6l8s_A,26,650,entropic_log1p,5,42,conditional_minus_marginal,95.64765739440918,4.50034761428833,4.50034761428833,0.0,0.0,21.231173180043697,4.246234636008739,89.74227638244629,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6l8s_A,26,650,entropic_log1p,10,2718,conditional_minus_marginal,96.5014533996582,4.250591278076172,4.250591278076172,0.0,0.0,42.42519276402891,4.2425192764028905,91.44757499694825,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7mf4_A,37,554,entropic,5,123,conditional_minus_marginal,98.7487735748291,1.138266921043396,1.138266921043396,0.0,0.0,14.066265097819269,2.8132530195638537,94.40449676513671,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7mf4_A,37,554,entropic,25,7,conditional_minus_marginal,93.90942192077637,0.622600793838501,0.622600793838501,0.0,0.0,70.3603983153589,2.8144159326143563,94.35121658325195,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7mf4_A,37,554,entropic_log1p,5,314,conditional_minus_marginal,97.52409744262695,7.642022609710693,7.642022609710693,0.0,0.0,14.06520731979981,2.813041463959962,93.74737205505372,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7mf4_A,37,554,entropic_log1p,25,42,conditional_minus_marginal,96.26968383789062,8.99899959564209,8.99899959564209,0.0,0.0,70.32798377517611,2.8131193510070442,93.69084381103515,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7wab_A,38,484,entropic,5,2718,conditional_minus_marginal,98.44388580322266,0.7679498195648193,0.7679498195648193,0.0,0.0,9.162674069870263,1.8325348139740527,93.27443466186523,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7wab_A,38,484,entropic,25,123,conditional_minus_marginal,93.40764617919922,0.6679279804229736,0.6679279804229736,0.0,0.0,45.89976218994707,1.8359904875978827,93.50171142578125,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7wab_A,38,484,entropic_log1p,10,7,conditional_minus_marginal,96.96635055541992,3.630711793899536,3.630711793899536,0.0,0.0,18.339373151771724,1.8339373151771725,93.20687160491943,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7wab_A,38,484,entropic_log1p,25,314,conditional_minus_marginal,96.4381275177002,5.504295349121094,5.504295349121094,0.0,0.0,45.8629506486468,1.834518025945872,93.3538368988037,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6pnv_A,39,411,entropic,10,42,conditional_minus_marginal,93.57794570922852,4.014643669128418,4.014643669128418,0.0,0.0,12.868502217810601,1.28685022178106,93.97749843597413,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6pnv_A,39,411,entropic,25,2718,conditional_minus_marginal,93.16389465332031,2.785517930984497,2.785517930984497,0.0,0.0,32.215202872641385,1.2886081149056554,93.89940002441406,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6pnv_A,39,411,entropic_log1p,10,123,conditional_minus_marginal,97.22650527954102,11.759967803955078,11.759967803955078,0.0,0.0,12.869595810770988,1.2869595810770988,94.19693412780762,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6oz1_A,40,643,entropic,5,7,conditional_minus_marginal,97.78770637512207,4.40255880355835,4.40255880355835,0.0,0.0,20.219039839226753,4.043807967845351,91.45555305480957,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6oz1_A,40,643,entropic,10,314,conditional_minus_marginal,90.91604614257812,3.796145439147949,3.796145439147949,0.0,0.0,40.40481694415212,4.040481694415211,91.1915822982788,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6oz1_A,40,643,entropic_log1p,5,42,conditional_minus_marginal,95.24448585510254,7.095191478729248,7.095191478729248,0.0,0.0,20.220041878987104,4.044008375797421,90.54411430358887,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6oz1_A,40,643,entropic_log1p,10,2718,conditional_minus_marginal,96.31200218200684,7.859522342681885,7.859522342681885,0.0,0.0,40.39775433624163,4.039775433624163,91.34234104156494,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6nl2_A,41,594,entropic,5,123,conditional_minus_marginal,98.71818733215332,6.675270080566406,6.675270080566406,0.0,0.0,16.771145025268197,3.3542290050536394,92.72432022094726,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6nl2_A,41,594,entropic,25,7,conditional_minus_marginal,92.32718086242676,1.3573826551437378,1.3573826551437378,0.0,0.0,83.7618182557635,3.35047273023054,92.93283744812011,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6nl2_A,41,594,entropic_log1p,5,314,conditional_minus_marginal,96.86834716796875,10.65752124786377,10.65752124786377,0.0,0.0,16.770922710187733,3.3541845420375465,91.71615486145019,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6nl2_A,41,594,entropic_log1p,25,42,conditional_minus_marginal,96.21734809875488,31.363737106323242,31.363737106323242,0.0,0.0,83.73909298423678,3.349563719369471,92.37125564575196,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6lrd_A,45,705,entropic,5,2718,conditional_minus_marginal,96.8211441040039,5.771589279174805,5.771589279174805,0.0,0.0,23.34608376584947,4.669216753169894,86.9567855834961,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6lrd_A,45,705,entropic,25,123,conditional_minus_marginal,83.82516860961914,2.75797963142395,2.75797963142395,0.0,0.0,116.5766652659513,4.663066610638052,86.23738441467285,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6lrd_A,45,705,entropic_log1p,10,7,conditional_minus_marginal,96.2457447052002,26.547317504882812,26.547317504882812,0.0,0.0,46.646074149757624,4.664607414975762,88.2291820526123,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank0.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6lrd_A,45,705,entropic_log1p,25,314,conditional_minus_marginal,95.79419708251953,24.72850799560547,24.72850799560547,0.0,0.0,116.55305767571554,4.662122307028621,87.52760948181152,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6q9c_B,4,418,entropic,5,42,conditional_minus_marginal,98.55672454833984,0.8871510028839111,0.8871510028839111,0.0,0.0,6.7583329123444855,1.3516665824688971,92.9464282989502,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6q9c_B,4,418,entropic,10,2718,conditional_minus_marginal,93.29741477966309,1.7249665260314941,1.7249665260314941,0.0,0.0,13.505237691104412,1.3505237691104413,92.869144821167,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6q9c_B,4,418,entropic_log1p,5,123,conditional_minus_marginal,96.7933177947998,3.413828134536743,3.413828134536743,0.0,0.0,6.748457222245634,1.3496914444491268,92.05821380615234,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6q9c_B,4,418,entropic_log1p,25,7,conditional_minus_marginal,96.8646068572998,3.960017442703247,3.960017442703247,0.0,0.0,33.72323207790032,1.348929283116013,93.26917114257813,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7asg_A,7,594,entropic,5,314,conditional_minus_marginal,98.45977783203125,4.901493072509766,4.901493072509766,0.0,0.0,16.764049883000553,3.3528099766001107,92.4388256072998,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7asg_A,7,594,entropic,25,42,conditional_minus_marginal,90.2943115234375,0.9786524772644043,0.9786524772644043,0.0,0.0,83.72620231611654,3.3490480926446615,91.59395072937012,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7asg_A,7,594,entropic_log1p,5,2718,conditional_minus_marginal,96.86626052856445,9.206572532653809,9.206572532653809,0.0,0.0,16.76247042696923,3.352494085393846,92.03130569458008,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7asg_A,7,594,entropic_log1p,25,123,conditional_minus_marginal,96.27582550048828,6.988298416137695,6.988298416137695,0.0,0.0,83.70528617221862,3.3482114468887447,92.22415267944336,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6p5x_B,21,457,entropic,10,7,conditional_minus_marginal,94.03815841674805,3.7362606525421143,3.7362606525421143,0.0,0.0,16.510258852969855,1.6510258852969855,94.47710971832275,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6p5x_B,21,457,entropic,25,314,conditional_minus_marginal,93.2634334564209,0.35972437262535095,0.35972437262535095,0.0,0.0,41.275705830194056,1.6510282332077622,94.15451545715332,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6p5x_B,21,457,entropic_log1p,10,42,conditional_minus_marginal,97.35700607299805,34.163265228271484,34.163265228271484,0.0,0.0,16.507818437647074,1.6507818437647075,94.52720985412597,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6p5x_B,21,457,entropic_log1p,25,2718,conditional_minus_marginal,96.74723815917969,28.365211486816406,28.365211486816406,0.0,0.0,41.247621580958366,1.6499048632383346,93.98817016601562,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7ned_A,25,546,entropic,10,123,conditional_minus_marginal,75.94734573364258,12.281497955322266,12.281497955322266,0.0,0.0,27.250624706968665,2.7250624706968667,74.8279582977295,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7ned_A,25,546,entropic_log1p,5,7,conditional_minus_marginal,85.25874710083008,21.62798500061035,21.62798500061035,0.0,0.0,13.635040909983218,2.7270081819966436,71.37750129699707,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7ned_A,25,546,entropic_log1p,10,314,conditional_minus_marginal,93.78734970092773,25.986703872680664,25.986703872680664,0.0,0.0,27.254960533231497,2.7254960533231496,75.50972290039063,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6l8s_A,26,650,entropic,5,42,conditional_minus_marginal,98.10543632507324,1.4871810674667358,1.4871810674667358,0.0,0.0,21.225292096380144,4.245058419276029,90.88255004882812,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6l8s_A,26,650,entropic,10,2718,conditional_minus_marginal,92.12414169311523,0.9466276168823242,0.9466276168823242,0.0,0.0,42.40355990501121,4.24035599050112,91.58804988861084,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6l8s_A,26,650,entropic_log1p,5,123,conditional_minus_marginal,95.47704887390137,4.545542240142822,4.545542240142822,0.0,0.0,21.216515641659498,4.2433031283319,89.64056777954102,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6l8s_A,26,650,entropic_log1p,25,7,conditional_minus_marginal,95.92793846130371,4.646671295166016,4.646671295166016,0.0,0.0,105.94154638890177,4.2376618555560706,91.93470878601075,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7mf4_A,37,554,entropic,5,314,conditional_minus_marginal,98.7310733795166,1.9339145421981812,1.9339145421981812,0.0,0.0,14.094081136398017,2.8188162272796036,94.3914234161377,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7mf4_A,37,554,entropic,25,42,conditional_minus_marginal,93.90815544128418,0.6822142004966736,0.6822142004966736,0.0,0.0,70.36855765990913,2.814742306396365,94.31751655578613,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7mf4_A,37,554,entropic_log1p,5,2718,conditional_minus_marginal,97.60889625549316,6.074530124664307,6.074530124664307,0.0,0.0,14.093924324959517,2.8187848649919034,93.81367530822754,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7mf4_A,37,554,entropic_log1p,25,123,conditional_minus_marginal,96.62571144104004,6.976500034332275,6.976500034332275,0.0,0.0,70.34643343091011,2.8138573372364046,94.07276374816894,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7wab_A,38,484,entropic,10,7,conditional_minus_marginal,93.79380226135254,0.6946747303009033,0.6946747303009033,0.0,0.0,18.366510124877095,1.8366510124877096,93.25549716949463,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7wab_A,38,484,entropic,25,314,conditional_minus_marginal,93.33587074279785,0.9465391039848328,0.9465391039848328,0.0,0.0,45.8973489170894,1.8358939566835761,93.59442756652832,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7wab_A,38,484,entropic_log1p,10,42,conditional_minus_marginal,97.05367660522461,4.923299312591553,4.923299312591553,0.0,0.0,18.355234642978758,1.8355234642978757,93.33482780456544,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,7wab_A,38,484,entropic_log1p,25,2718,conditional_minus_marginal,96.41193580627441,2.98271107673645,2.98271107673645,0.0,0.0,45.84487230842933,1.8337948923371732,93.0505606842041,100.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6pnv_A,39,411,entropic,10,123,conditional_minus_marginal,93.6775016784668,2.289071798324585,2.289071798324585,0.0,0.0,12.892452253960073,1.2892452253960074,94.09207649230957,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6pnv_A,39,411,entropic_log1p,5,7,conditional_minus_marginal,97.27848625183105,8.7068452835083,8.7068452835083,0.0,0.0,6.444402466062456,1.2888804932124913,93.73432273864746,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6pnv_A,39,411,entropic_log1p,10,314,conditional_minus_marginal,97.0847396850586,19.6241512298584,19.6241512298584,0.0,0.0,12.883459177333862,1.2883459177333862,93.99559268951415,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6oz1_A,40,643,entropic,5,42,conditional_minus_marginal,97.67930221557617,3.2913172245025635,3.2913172245025635,0.0,0.0,20.22021539416164,4.0440430788323285,91.41564559936523,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6oz1_A,40,643,entropic,10,2718,conditional_minus_marginal,90.93966674804688,1.8421635627746582,1.8421635627746582,0.0,0.0,40.416121824178845,4.041612182417884,91.1920934677124,40.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6oz1_A,40,643,entropic_log1p,5,123,conditional_minus_marginal,95.33153915405273,6.540912628173828,6.540912628173828,0.0,0.0,20.218224200885743,4.043644840177149,90.55203132629394,20.0,4.0
run41_rebuttal,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/metrics.rank1.csv,condmarg,ATLAS,Large,atlas_test.strict_ready,6oz1_A,40,643,entropic_log1p,25,7,conditional_minus_marginal,96.09229469299316,12.524361610412598,12.524361610412598,0.0,0.0,100.94568891590461,4.037827556636184,90.92571166992188,100.0,4.0
